fk1,fk2,v1,id
3,1,MC4yNzA0MTY5NTM5MzQ1NzAx,883
4,2,MC4yNTQ1MTYyNjUxNTc5ODQ=,884
5,3,MC4zMjcwMzQ2NTk0Mjc1MjQz,885
6,4,MC42ODM4MDE0MDIyNTgwNDY=,886
7,5,MC45ODI4Mzg1MDczMDc0NDM0,887
8,6,MC42NTg2NzgyNTg1OTY0NzIx,888
9,0,MC4zNDk5NzEwOTMwNzQ2MDI3,889
10,1,MC42NDM3NzI5MzkzMDQwNTUx,890
0,2,MC42NTE0NjU1OTQxNzk0NDk5,891
1,3,MC45MDQzMjY0NDQ5NzM2NDU0,892
2,4,MC44MzY2NTA2Njc3MzU0NTc2,893
3,5,MC43NTI2NDY3MDc1ODk5MTY5,894
4,6,MC40NjY2ODAyNTkyMTI0NzYxMw==,895
5,0,MC43OTY0NzI0MTc3Mjg0MDMz,896
6,1,MC42NjA0ODUwNDU0NzQ2OTU0,897
7,2,MC40NjMxNzg1NjAyNDkwNjky,898
8,3,MC41NTQ3NjIyMTg0OTAwNzQy,899
9,4,MC4zODc1OTk4ODMyMzkxMjM2NA==,900
10,5,MC44OTM3NTk0NDYyMDIyNzI0,901
0,6,MC4wMDY2MDgxOTQ4MTYxNDQyNzU=,902
1,0,MC4xNDI0NjU2NjAzMTg0ODI1,903
2,1,MC44ODA5MDI4MjY4NzExNTc2,904
3,2,MC4xMDc1OTcwOTM5OTI3MTAxMQ==,905
4,3,MC41MzAxOTA4NzIxMjQyMDcx,906
5,4,MC44Mjc5Njc0OTczMTIwMjU3,907
6,5,MC44Njk5ODc0MDgxMDA4OTY5,908
7,6,MC44ODY0Njg4NzUzMzM1MTcx,909
8,0,MC4xNTg3MTAzMDIzODEwNDQ3OA==,910
9,1,MC45ODIzMDYwNTkzNzYzODY5,911
10,2,MC43NzI0OTI0MTM4NTI1OTgx,912
0,3,MC4yMDY3MTcwMzgyMDAyNTAyMg==,913
1,4,MC44OTQzMzAxOTcwMDYxNTY5,914
2,5,MC4yNTgzNTY3Mjc4Mzk5MTU5,915
3,6,MC4zOTYwNjU1NTk5ODU0NDExMw==,916
4,0,MC40MjA0Mzk3NzE0NjA3MjM3NQ==,917
5,1,MC44NzgzMjgwMjIzOTAzODI5,918
6,2,MC4zMzc2NDkyODc2MDExMTgyMw==,919
7,3,MC45NTE0MjI5OTgwMTk1OTYz,920
8,4,MC41NDE2ODMxOTE2MzA0NDQz,921
9,5,MC4xNjI2MTE0NzM0NDQ0OTc5,922
10,6,MC45ODE1MzQ3NjA2ODEwNDM4,923
0,0,MC44NjQwOTY2NTg1MjM5Nzg0,924
1,1,MC43NTI3NzU5MzE2ODM0Nzk3,925
2,2,MC4xMjgwOTYzMTc0Mjk2MTAwMw==,926
3,3,MC4yNDc5MTk1MTQ5NzI2ODY1,927
4,4,MC40OTA0OTkzNDQ5MDE1Njg1NQ==,928
5,5,MC4wNjE2NTY3OTU5ODMwMDU4ODU=,929
6,6,MC4xMzExODAxOTUyMTAwNTA5OA==,930
7,0,MC4zMzIzNDkyOTEyNzA5NjI5,931
8,1,MC41MDEwMDAzOTM5ODcwNTQ4,932
9,2,MC43NzQ3MDI3NTMyOTA5MzE2,933
10,3,MC4zMDA2NDc1Njk3MjcxODY0,934
0,4,MC4wODk2NTk0MTk4OTA5MjU1Mg==,935
1,5,MC43NDY4MDA3MTQ3NTg3NTgx,936
2,6,MC4wMDg5NjI3OTAyMjk0MDM4Mjg=,937
3,0,MC43NDQyODI5NjY2MTY4Mjk3,938
4,1,MC4wODUxOTcyMDMyMjU0OTY5NQ==,939
5,2,MC43OTQxMjM2NjQ3NzUzNjI=,940
6,3,MC41OTgwNDU2NjIwNjM5MjQ1,941
7,4,MC4yNTk0NzM5ODI2ODkwODM2,942
8,5,MC4xMDA0MzI3NDQ2OTU1OTkxNQ==,943
9,6,MC4zMjQ3MjE0NzYyMTYzNzczNw==,944
10,0,MC45NTg1MDc1NDUxMTU5MzY5,945
0,1,MC4wMjYyMDUwMzgxNTY5NDIxOTU=,946
1,2,MC43Nzg5ODg4OTExODM1ODIy,947
2,3,MC44MDI4NjA4ODIxMjc0Nzc2,948
3,4,MC41NzU4MDc3NjQ0NDY4MjY=,949
4,5,MC40NjEwMzg1MTg4NjIyOA==,950
5,6,MC4xMTc2MDI0MzI0NTUyOTMzNA==,951
6,0,MC45MDI5MjI4NjM4NzIwOTk1,952
7,1,MC4wNTE3MTM2NTI2Mzk0MTM0MQ==,953
8,2,MC41OTU5NTQ0NTgyMzM0MzAy,954
9,3,MC45Nzk0NTIwNzEyODAxNTc4,955
10,4,MC4zMjUyMTIxNzY5MzY3ODM1,956
0,5,MC4wOTAwNTAxODU4MTAwMjE1NQ==,957
1,6,MC40MTkyMTMxNjIxMzg0NTU3,958
2,0,MC4zOTkwMTgyMzc5MDEzMzA4NA==,959
3,1,MC40ODYwOTc5MjcxNTk3Mzg3Ng==,960
4,2,MC40MzgxNjk2NDMzODMzMjUx,961
5,3,MC45MjA5Mjc5Mjg3NjEyNDEz,962
6,4,MC44NzY5MjYxNTgzMjIyNTAx,963
7,5,MC43ODIwMTE1NDQ1MTUxOTkz,964
8,6,MC42NjU4MzAyNTgzNTU4NTc3,965
9,0,MC45NjUyNjEzOTE5NDQ1MTA1,966
10,1,MC4yNDgyMDkxMTE1MjMzMzM4,967
0,2,MC44NTMxMjQ4OTg0MjM1MzY2,968
1,3,MC44Mjk0Nzk4MTg3NzY3NTE2,969
2,4,MC4zMzMzMjQwNTM5NjM0NjY0,970
3,5,MC4wMTEwNTc4ODExNjM2NDYzNjY=,971
4,6,MC4xODU0NTAyMDgyODYwNjc2Mg==,972
5,0,MC44MTA0NjYzMTc1MjA1NzI3,973
6,1,MC4wOTQxOTc5MTY3Nzg5NDkxOA==,974
7,2,MC45Njk3NDQ1OTI4NzMyNTQ=,975
8,3,MC45OTY2OTEwNjM1NzI4Njk=,976
9,4,MC4wNzM0NjcwNDE0MTIyNjYyMw==,977
10,5,MC45NjA0Mzc1Mzg3NTQwOTUx,978
0,6,MC43NTEyMTcwMzY0ODc0NTA1,979
1,0,MC4zODAyMDY3MTM0MDMzMjAxMw==,980
2,1,MC42NzY1ODA0MTk1NzkxMjY=,981
3,2,MC44NzU0NzM1NDc3NzMyNTA4,982
4,3,MC40MjE3MTcwNjM3MTk1OTE5NA==,983
5,4,MC4zNjc5NjIyMzAzMDg0MzE2Nw==,984
6,5,MC40MzQ4MDc4OTc1NjczMDg1Mw==,985
7,6,MC4xMTg3Mjk3MTgyMTUxMTYxMw==,986
8,0,MC4xNDA0MjA2MzAzOTkxOTE3Mw==,987
9,1,MC42OTQyMTU5Mzg3MDkwMTE1,988
10,2,MC41OTk2MjQ0NTkyODE4MjU3,989
0,3,MC4xNDAwNjQ2MTkwODAzMTY2NA==,990
1,4,MC4xMTAxNDM2MTczNDY4NzI5NQ==,991
2,5,MC43NTk0Mjk3OTkxNzI5MzY2,992
3,6,MC40MTk5NjY2MzIzMjc3ODY0,993
4,0,MC44NDc2MzI5NDU4NDAwNTc3,994
5,1,MC40Njg0NjA4MzQzNjM5NzI3,995
6,2,MC4zMTUyNjA5NzI4ODI5Nzg0,996
7,3,MC4yMTE4NTI2NDU4NDkzNjU1OA==,997
8,4,MC41NzgzMDE3NjI3OTAxMjIx,998
9,5,MC4wODI4ODU3NTY1NzY0MzYzOA==,999
