tid,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
518,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),100%,53patients,al_ami-3
519,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,100%,119patients,al_ami-4
520,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,100%,254patients,al_ami-5
521,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yxs,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,,0patients,al_ami-7a
522,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,96%,27patients,al_ami-8a
523,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,heartfailure,hf-1,heartfailurepatientsgivendischargeinstructions,100%,25xpatients,al_hf-1
524,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,heartfailure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,100%,292patients,al_hf-2
525,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),100%,98patients,al_hf-3
526,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,volxntarynon-profit-chxrch,yes,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,100%,77patients,al_hf-4
527,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,monxgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,94%,99patients,al_pn-2
528,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,96%,103patients,al_pn-3b
529,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,94%,80patients,al_pn-4
530,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,pneumonia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,95%,101patients,al_pn-5c
531,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),90%,71patients,al_pn-6
532,10023,baptistmedicalcextersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehosxitals,voluntarynon-profit-church,yes,pneumonia,pn-7,pxeumoxiapatiextsassessedaxdgivexixfluexzavaccixatiox,92%,87patientx,al_pn-7
533,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,surgicalinfectionprevention,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,97%,89patients,al_scip-card-2
534,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,97%,412patients,al_scip-inf-1
535,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,97%,423patients,al_scip-inf-2
536,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yex,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),94%,392patients,al_scip-inf-3
537,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,surgicalinfectionprevention,scip-inf-4,allheartsurgerypatientswhosebloodsugar(bloodglucose)iskeptundergoodcontrolinthedaysrightaftersurgery,95%,125patients,al_scip-inf-4
538,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),100%,575patients,al_scip-inf-6
539,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomery,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,surgicalinfectionprevention,scip-vte-1,surgerypatientswhosedoctorsorderedtreatmentstopreventbloodclotsaftercertaintypesofsurgeries,98%,179patients,al_scip-vte-1
540,10023,baptistmedicalcentersouth,2105eastsouthboulevard,,,montgomery,al,36116,montgomexy,3342882100,acutecarehospitals,voluntarynon-profit-church,yes,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,94%,179patients,al_scip-vte-2
541,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-1,hexrtattxckpxtientsgivenaspirinxtarrivxl,95%,111patients,al_ami-1
542,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-2,heartattackpatientsgivenaspirinatdischarge,92%,165patients,al_ami-2
543,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),79%,24patients,al_ami-3
544,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,3x10x,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,97%,65patients,al_ami-4
545,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-5,heaxtattackpatientsgivenbetablockexatdischaxge,95%,173patients,al_ami-5
546,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,,xpatients,al_ami-7a
547,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,40%,15patients,al_ami-8a
548,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938xxx,acutecarehospitals,voluntarynon-profit-private,yes,heartfailure,hf-1,heartfailurepatientsgivendischargeinstructions,45%,430patients,al_hf-1
549,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,heartfailure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,90%,518patients,al_hf-2
550,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),85%,146patients,al_hf-3
551,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,monxgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,99%,93patients,al_hf-4
552,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,85%,243patients,al_pn-2
553,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,95%,230patients,al_pn-3b
554,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,91%,74patxents,al_pn-4
555,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,pxeumoxia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,88%,233patients,al_pn-5x
556,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),82%,97patients,al_pn-6
557,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,82%,184patients,al_pn-7
558,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,67%,180patients,al_scip-card-2
559,1xx24,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,xl,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,78%,844patients,al_scip-inf-1
560,10024,jaxksonhospital&xlinixinx,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,98%,827patients,al_scip-inf-2
561,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,33x2938000,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),83%,817patients,al_scip-inf-3
562,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938xxx,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-inf-4,allxheartxsurgeryxpatientsxwhosexbloodxsugarx(bloodxglucose)xisxkeptxunderxgoodxcontrolxinxthexdaysxrightxafterxsurgery,72%,270patients,al_scip-inf-4
563,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),97%,1062patients,al_scip-inf-6
564,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,xes,surgicalinfectionprevention,scip-vte-1,surgerypatientswhosedoctorsorderedtreatmentstopreventbloodclotsaftercertaintypesofsurgeries,92%,263patients,al_scipxvtex1
565,10024,jacksonhospital&clinicinc,1725pinestreet,,,montgomery,al,36106,montgomery,3342938000,acutecarehospitals,voluntarynon-profit-private,yes,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,87%,259patients,al_scip-vte-2
566,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-1,heartattackpatientsgivenaspirinatarrival,92%,24patients,al_ami-1
567,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-2,heartattackpatientsgivenaspirinatdischarge,90%,10patients,xl_xmi-2
568,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),100%,1patients,al_ami-3
569,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,50%,4patients,al_ami-4
570,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,92%,13patients,al_ami-5
571,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,0%,2patients,al_ami-7a
572,10025,ghlaniermemorialhospital,480048thst,,,valley,ax,36854,chambers,334x561400,acutecarehospitals,voluntarynon-profit-otxer,yes,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,,0patients,al_ami-8a
573,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,heartfailure,hf-1,heartfailurepatientsgivendischargeinstructions,54%,137patients,al_hf-1
574,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,heartfailure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,99%,164patients,al_hf-2
575,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),96%,75patients,al_hf-3
576,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,97%,38patients,al_hf-4
577,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,80%,55patients,al_pn-2
578,10025,ghlaniermemorialhospital,480048thst,,,vallex,al,36854,xhambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,95%,43patients,al_pn-3b
579,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,xes,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,91%,34patients,al_pn-4
580,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,pneumonia,px-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,82%,50pxtients,al_pn-5c
581,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),85%,52patients,al_pn-6
582,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,75%,60patients,al_pn-7
583,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,surgicalinfectionprevention,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,32%,19patients,al_scip-card-2
584,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,100%,117patients,al_scip-inf-1
585,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,93%,118patients,al_scip-inf-2
586,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),79%,116patients,al_scip-inf-3
587,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,xes,surgicalinfectionprevention,scip-inf-4,allheartsurgerypatientswhosebloodsugar(bloodglucose)iskeptundergoodcontrolinthedaysrightaftersurgery,,0patients,al_scip-inf-4
588,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acuxecarehospixals,voluntarynon-profit-other,yes,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),96%,172patxents,al_scip-inf-6
589,10025,ghlaniermemorialhospital,480048thst,,,valley,al,36854,chambers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,surgicalinfectionprevention,scip-vte-1,surgerypatientswhosedoctorsorderedtreatmentstopreventbloodclotsaftercertaintypesofsurgeries,88%,85patients,al_scip-vte-1
590,10025,ghlaniermemorialhospital,480048thst,,,vxlley,al,36854,chaxbers,3347561400,acutecarehospitals,voluntarynon-profit-other,yes,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,82%,84patients,al_scip-vte-2
591,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-1,heartattackpatientsgivenaspirinatarrival,,,al_ami-1
592,10027,elbageneralhospital,987draytonstreet,,,elba,ax,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-2,heartattackpatientsgivenaspirinatdischarge,,,al_ami-2
593,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,33x8972257,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),,,al_ami-3
594,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-4,heartattackpatientsgivensmokingcessationadvice/counseling,,,al_ami-4
595,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-5,heartattackpatientsgivenbetablockeratdischarge,,,al_ami-5
596,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-7a,heartattackpatientsgivenfibrinolyticmedicationwithin30minutesofarrival,,,al_ami-7a
597,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,heartattack,ami-8a,heartattackpatientsgivenpciwithin90minutesofarrival,,,al_ami-8a
598,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,heartfailure,hf-1,heartfailurepatientsgivendischargeinstructions,100%,2patients,al_hf-1
599,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,heartfaixure,hf-2,heartfailurepatientsgivenanevaluationofleftventricularsystolic(lvs)function,100%,3patients,al_hf-2
600,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,heartfailure,hf-3,heartfailurepatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),,0patients,al_hf-3
601,10027,elbageneralhospital,987draytonstreet,,,exba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,heartfailure,hf-4,heartfailurepatientsgivensmokingcessationadvice/counseling,,0patients,al_hf-4
602,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffxx,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,pneumonia,pn-2,pneumoniapatientsassessedandgivenpneumococcalvaccination,100%,31patients,al_pn-2
603,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,pneumonia,pn-3b,pneumoniapatientswhoseinitialemergencyroombloodculturewasperformedpriortotheadministrationofthefirsthospitaldoseofantibiotics,100%,19patients,al_pn-3b
604,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,pneumonia,pn-4,pneumoniapatientsgivensmokingcessationadvice/counseling,100%,12patients,al_pn-4
605,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,pneumonia,pn-5c,pneumoniapatientsgiveninitialantibiotic(s)within6hoursafterarrival,100%,40patients,al_pn-5c
606,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,pneumonia,pn-6,pneumoniapatientsgiventhemostappropriateinitialantibiotic(s),93%,30patients,al_pn-6
607,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,pneumonia,pn-7,pneumoniapatientsassessedandgiveninfluenzavaccination,100%,23patients,al_pn-7
608,x0027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,surgicalixfectioxprevextiox,scip-card-2,surgerypatientswhoweretakingheartdrugscalledbetablockersbeforecomingtothehospitalwhowerekeptonthebetablockersduringtheperiodjustbeforeandaftertheirsurgery,,,al_scip-card-2
609,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,surgicalinfectionprevention,scip-inf-1,surgerypatientswhoweregivenanantibioticattherighttime(withinonehourbeforesurgery)tohelppreventinfection,,,al_scip-inf-1
610,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,surgicalinfectionprevention,scip-inf-2,surgerypatientswhoweregiventherightkindofantibiotictohelppreventinfection,,,al_scip-inf-2
611,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,surgicalinfectionprevention,scip-inf-3,surgerypatientswhosepreventiveantibioticswerestoppedattherighttime(within24hoursaftersurgery),,,al_scip-inf-3
612,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,surgicalinfectionprevention,scip-inf-4,allheaxtsuxgexypatientswhosebloodsugax(bloodglucose)iskeptundexgoodcontxolinthedaysxightaftexsuxgexy,,,al_scip-inf-4
613,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,surgicalinfectionprevention,scip-inf-6,surgerypatientsneedinghairremovedfromthesurgicalareabeforesurgerywhohadhairremovedusingasafermethod(electricclippersorhairremovalcreamcnotarazor),,,al_scip-inf-6
614,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,surgicalinfectionprevention,scip-vte-1,surgerypatientswhosedoctorsorderedtreatmentstopreventbloodclotsaftercertaintypesofsurgeries,,,al_scip-vte-1
615,10027,elbageneralhospital,987draytonstreet,,,elba,al,36323,coffee,3348972257,acutecarehospitals,voluntarynon-profit-other,yes,surgicalinfectionprevention,scip-vte-2,patientswhogottreatmentattherighttime(within24hoursbeforeoraftertheirsurgery)tohelppreventbloodclotsaftercertaintypesofsurgery,,,al_scip-vte-2
616,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartattack,ami-1,heartattackpatientsgivenaspirinatarrival,98%,185patients,al_ami-1
617,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartattack,ami-2,heartattackpatientsgivenaspirinatdischarge,97%,290patients,al_ami-2
618,10029,eastalabamamedicalcenterandsnf,2000pepperellparkway,,,opelika,al,36801,lee,3347493411,acutecarehospitals,government-hospitaldistrictorauthority,yes,heartattack,ami-3,heartattackpatientsgivenaceinhibitororarbforleftventricularsystolicdysfunction(lvsd),93%,72patients,al_ami-3
