index,attribute,correct_val
1449,beer-name,California Route
1449,style,American Amber / Red Lager
1449,ounces,12
1449,abv,0.055
1449,ibu,""
1449,brewery_id,82
1449,brewery-name,New Belgium Brewing Company
1449,city,Fort Collins
1449,state,CO
1450,id,1707
1450,beer-name,Snapshot
1450,style,American Pale Wheat Ale
1450,ounces,16
1450,abv,0.052
1450,ibu,""
1450,brewery_id,82
1450,brewery-name,New Belgium Brewing Company
1450,city,Fort Collins
1450,state,CO
1451,id,1690
1451,beer-name,Sunshine Wheat Beer
1451,style,American Pale Wheat Ale
1451,ounces,12
1451,abv,0.048
1451,ibu,""
1451,brewery_id,82
1451,brewery-name,New Belgium Brewing Company
1451,city,Fort Collins
1451,state,CO
1452,id,1586
1452,beer-name,Fat Tire Amber Ale
1452,style,American Amber / Red Ale
1452,ounces,12
1452,abv,0.052
1452,ibu,18
1452,brewery_id,82
1452,brewery-name,New Belgium Brewing Company
1452,city,Fort Collins
1452,state,CO
1453,id,952
1453,beer-name,Shift (1)
1453,style,American Pale Lager
1453,ounces,12
1453,abv,0.05
1453,ibu,29
1453,brewery_id,82
1453,brewery-name,New Belgium Brewing Company
1453,city,Fort Collins
1453,state,CO
1454,id,748
1454,beer-name,Fat Tire Amber Ale (2011)
1454,style,American Amber / Red Ale
1454,ounces,12
1454,abv,0.052
1454,ibu,18
1454,brewery_id,82
1454,brewery-name,New Belgium Brewing Company
1454,city,Fort Collins
1454,state,CO
1455,id,578
1455,beer-name,Shift
1455,style,American Pale Lager
1455,ounces,16
1455,abv,0.05
1455,ibu,29
1455,brewery_id,82
1455,brewery-name,New Belgium Brewing Company
1455,city,Fort Collins
1455,state,CO
1456,id,564
1456,beer-name,Ranger IPA
1456,style,American IPA
1456,ounces,16
1456,abv,0.065
1456,ibu,70
1456,brewery_id,82
1456,brewery-name,New Belgium Brewing Company
1456,city,Fort Collins
1456,state,CO
1457,id,563
1457,beer-name,Fat Tire Amber Ale
1457,style,American Amber / Red Ale
1457,ounces,16
1457,abv,0.052
1457,ibu,18
1457,brewery_id,82
1457,brewery-name,New Belgium Brewing Company
1457,city,Fort Collins
1457,state,CO
1458,id,115
1458,beer-name,Ranger IPA (Current)
1458,style,American IPA
1458,ounces,12
1458,abv,0.065
1458,ibu,70
1458,brewery_id,82
1458,brewery-name,New Belgium Brewing Company
1458,city,Fort Collins
1458,state,CO
1459,id,72
1459,beer-name,Sunshine Wheat Beer (2009)
1459,style,American Pale Wheat Ale
1459,ounces,12
1459,abv,0.048
1459,ibu,""
1459,brewery_id,82
1459,brewery-name,New Belgium Brewing Company
1459,city,Fort Collins
1459,state,CO
1460,id,71
1460,beer-name,Fat Tire Amber Ale (2008)
1460,style,American Amber / Red Ale
1460,ounces,12
1460,abv,0.052
1460,ibu,18
1460,brewery_id,82
1460,brewery-name,New Belgium Brewing Company
1460,city,Fort Collins
1460,state,CO
1461,id,1417
1461,beer-name,Weiss Trash Culture
1461,style,Berliner Weissbier
1461,ounces,12
1461,abv,0.034
1461,ibu,6
1461,brewery_id,410
1461,brewery-name,New England Brewing Company
1461,city,Woodbridge
1461,state,CT
1462,id,885
1462,beer-name,Sea Hag IPA
1462,style,American IPA
1462,ounces,12
1462,abv,0.062
1462,ibu,""
1462,brewery_id,410
1462,brewery-name,New England Brewing Company
1462,city,Woodbridge
1462,state,CT
1463,id,884
1463,beer-name,Elm City Pilsner
1463,style,American Pilsner
1463,ounces,12
1463,abv,0.05
1463,ibu,""
1463,brewery_id,410
1463,brewery-name,New England Brewing Company
1463,city,Woodbridge
1463,state,CT
1464,id,757
1464,beer-name,Atlantic Amber Ale (2004)
1464,style,American Amber / Red Ale
1464,ounces,12
1464,abv,0.05
1464,ibu,""
1464,brewery_id,410
1464,brewery-name,New England Brewing Company
1464,city,Woodbridge
1464,state,CT
1465,id,568
1465,beer-name,668 Neighbor of the Beast12 oz.
1465,style,Belgian Pale Ale
1465,ounces,12
1465,abv,0.09
1465,ibu,""
1465,brewery_id,410
1465,brewery-name,New England Brewing Company
1465,city,Woodbridge
1465,state,CT
1466,id,320
1466,beer-name,Gandhi-Bot Double IPA (12 oz.)
1466,style,American Double / Imperial IPA
1466,ounces,12
1466,abv,0.088
1466,ibu,85
1466,brewery_id,410
1466,brewery-name,New England Brewing Company
1466,city,Woodbridge
1466,state,CT
1467,id,43
1467,beer-name,668 Neighbor of the Beast (16 oz.) (2010)
1467,style,Belgian Pale Ale
1467,ounces,16
1467,abv,0.09
1467,ibu,""
1467,brewery_id,410
1467,brewery-name,New England Brewing Company
1467,city,Woodbridge
1467,state,CT
1468,id,42
1468,beer-name,Gandhi-Bot Double IPA (16 oz.) (2010)
1468,style,American Double / Imperial IPA
1468,ounces,16
1468,abv,0.088
1468,ibu,85
1468,brewery_id,410
1468,brewery-name,New England Brewing Company
1468,city,Woodbridge
1468,state,CT
1469,id,41
1469,beer-name,Elm City Lager (2007)
1469,style,American Pilsner
1469,ounces,12
1469,abv,0.05
1469,ibu,""
1469,brewery_id,410
1469,brewery-name,New England Brewing Company
1469,city,Woodbridge
1469,state,CT
1470,id,40
1470,beer-name,Atlantic Amber Ale (2007)
1470,style,American Amber / Red Ale
1470,ounces,12
1470,abv,0.05
1470,ibu,""
1470,brewery_id,410
1470,brewery-name,New England Brewing Company
1470,city,Woodbridge
1470,state,CT
1471,id,39
1471,beer-name,Sea Hag IPA (Current)
1471,style,American IPA
1471,ounces,12
1471,abv,0.062
1471,ibu,""
1471,brewery_id,410
1471,brewery-name,New England Brewing Company
1471,city,Woodbridge
1471,state,CT
1472,id,2272
1472,beer-name,Rebirth Pale Ale
1472,style,American Pale Ale (APA)
1472,ounces,12
1472,abv,0.05
1472,ibu,""
1472,brewery_id,174
1472,brewery-name,New Orleans Lager & Ale Brewing ...
1472,city,New Orleans
1472,state,LA
1473,id,1582
1473,beer-name,Irish Channel Stout
1473,style,American Stout
1473,ounces,16
1473,abv,0.068
1473,ibu,""
1473,brewery_id,174
1473,brewery-name,New Orleans Lager & Ale Brewing ...
1473,city,New Orleans
1473,state,LA
1474,id,1114
1474,beer-name,MechaHopzilla
1474,style,American Double / Imperial IPA
1474,ounces,16
1474,abv,0.088
1474,ibu,""
1474,brewery_id,174
1474,brewery-name,New Orleans Lager & Ale Brewing ...
1474,city,New Orleans
1474,state,LA
1475,id,486
1475,beer-name,Hopitoulas IPA
1475,style,American IPA
1475,ounces,16
1475,abv,0.065
1475,ibu,""
1475,brewery_id,174
1475,brewery-name,New Orleans Lager & Ale Brewing ...
1475,city,New Orleans
1475,state,LA
1476,id,485
1476,beer-name,NOLA Brown Ale
1476,style,English Dark Mild Ale
1476,ounces,12
1476,abv,0.039
1476,ibu,""
1476,brewery_id,174
1476,brewery-name,New Orleans Lager & Ale Brewing ...
1476,city,New Orleans
1476,state,LA
1477,id,484
1477,beer-name,NOLA Blonde Ale
1477,style,American Blonde Ale
1477,ounces,12
1477,abv,0.049
1477,ibu,""
1477,brewery_id,174
1477,brewery-name,New Orleans Lager & Ale Brewing ...
1477,city,New Orleans
1477,state,LA
1478,id,2043
1478,beer-name,Skylight
1478,style,Dunkelweizen
1478,ounces,12
1478,abv,0.056
1478,ibu,20
1478,brewery_id,241
1478,brewery-name,New Republic Brewing Company
1478,city,College Station
1478,state,TX
1479,id,2042
1479,beer-name,Kadigan
1479,style,American Blonde Ale
1479,ounces,12
1479,abv,0.056
1479,ibu,30
1479,brewery_id,241
1479,brewery-name,New Republic Brewing Company
1479,city,College Station
1479,state,TX
1480,id,2041
1480,beer-name,Dammit Jim!
1480,style,American Amber / Red Ale
1480,ounces,12
1480,abv,0.052
1480,ibu,50
1480,brewery_id,241
1480,brewery-name,New Republic Brewing Company
1480,city,College Station
1480,state,TX
1481,id,646
1481,beer-name,Nut Brown Ale
1481,style,English Brown Ale
1481,ounces,12
1481,abv,0.054
1481,ibu,""
1481,brewery_id,518
1481,brewery-name,New South Brewing Company
1481,city,Myrtle Beach
1481,state,SC
1482,id,165
1482,beer-name,White Ale
1482,style,Witbier
1482,ounces,12
1482,abv,0.046
1482,ibu,""
1482,brewery_id,518
1482,brewery-name,New South Brewing Company
1482,city,Myrtle Beach
1482,state,SC
1483,id,2050
1483,beer-name,Cream Ale
1483,style,Cream Ale
1483,ounces,12
1483,abv,0.042
1483,ibu,35
1483,brewery_id,238
1483,brewery-name,Newburgh Brewing Company
1483,city,Newburgh
1483,state,NY
1484,id,915
1484,beer-name,Green Head IPA
1484,style,American IPA
1484,ounces,12
1484,abv,0.072
1484,ibu,""
1484,brewery_id,495
1484,brewery-name,Newburyport Brewing Company
1484,city,Newburyport
1484,state,MA
1485,id,914
1485,beer-name,Plum Island Belgian White
1485,style,Witbier
1485,ounces,12
1485,abv,0.054
1485,ibu,""
1485,brewery_id,495
1485,brewery-name,Newburyport Brewing Company
1485,city,Newburyport
1485,state,MA
1486,id,913
1486,beer-name,Newburyport Pale Ale
1486,style,American Pale Ale (APA)
1486,ounces,12
1486,abv,0.055
1486,ibu,""
1486,brewery_id,495
1486,brewery-name,Newburyport Brewing Company
1486,city,Newburyport
1486,state,MA
1487,id,1811
1487,beer-name,Marblehead
1487,style,American Amber / Red Ale
1487,ounces,16
1487,abv,0.055
1487,ibu,""
1487,brewery_id,305
1487,brewery-name,Night Shift Brewing
1487,city,Everett
1487,state,MA
1488,id,1622
1488,beer-name,Jam Session
1488,style,American Pale Ale (APA)
1488,ounces,16
1488,abv,0.051
1488,ibu,31
1488,brewery_id,359
1488,brewery-name,NoDa Brewing Company
1488,city,Charlotte
1488,state,NC
1489,id,1621
1489,beer-name,Hop Drop 'N Roll IPA
1489,style,American IPA
1489,ounces,16
1489,abv,0.072
1489,ibu,80
1489,brewery_id,359
1489,brewery-name,NoDa Brewing Company
1489,city,Charlotte
1489,state,NC
1490,id,1307
1490,beer-name,Paleo IPA
1490,style,English India Pale Ale (IPA)
1490,ounces,12
1490,abv,0.06
1490,ibu,""
1490,brewery_id,431
1490,brewery-name,North Country Brewing Company
1490,city,Slippery Rock
1490,state,PA
1491,id,1306
1491,beer-name,Buck Snort Stout
1491,style,American Stout
1491,ounces,12
1491,abv,0.061
1491,ibu,""
1491,brewery_id,431
1491,brewery-name,North Country Brewing Company
1491,city,Slippery Rock
1491,state,PA
1492,id,1305
1492,beer-name,Station 33 Firehouse Red
1492,style,Irish Red Ale
1492,ounces,12
1492,abv,0.055
1492,ibu,""
1492,brewery_id,431
1492,brewery-name,North Country Brewing Company
1492,city,Slippery Rock
1492,state,PA
1493,id,1304
1493,beer-name,Slimy Pebble Pils
1493,style,German Pilsener
1493,ounces,12
1493,abv,0.045
1493,ibu,""
1493,brewery_id,431
1493,brewery-name,North Country Brewing Company
1493,city,Slippery Rock
1493,state,PA
1494,id,2692
1494,beer-name,Get Together
1494,style,American IPA
1494,ounces,16
1494,abv,0.045
1494,ibu,50
1494,brewery_id,0
1494,brewery-name,NorthGate Brewing
1494,city,Minneapolis
1494,state,MN
1495,id,2691
1495,beer-name,Maggie's Leap
1495,style,Milk / Sweet Stout
1495,ounces,16
1495,abv,0.049
1495,ibu,26
1495,brewery_id,0
1495,brewery-name,NorthGate Brewing
1495,city,Minneapolis
1495,state,MN
1496,id,2690
1496,beer-name,Wall's End
1496,style,English Brown Ale
1496,ounces,16
1496,abv,0.048
1496,ibu,19
1496,brewery_id,0
1496,brewery-name,NorthGate Brewing
1496,city,Minneapolis
1496,state,MN
1497,id,2689
1497,beer-name,Pumpion
1497,style,Pumpkin Ale
1497,ounces,16
1497,abv,0.06
1497,ibu,38
1497,brewery_id,0
1497,brewery-name,NorthGate Brewing
1497,city,Minneapolis
1497,state,MN
1498,id,2688
1498,beer-name,Stronghold
1498,style,American Porter
1498,ounces,16
1498,abv,0.06
1498,ibu,25
1498,brewery_id,0
1498,brewery-name,NorthGate Brewing
1498,city,Minneapolis
1498,state,MN
1499,id,2687
1499,beer-name,Parapet ESB
1499,style,Extra Special / Strong Bitter (ESB)
1499,ounces,16
1499,abv,0.056
1499,ibu,47
1499,brewery_id,0
1499,brewery-name,NorthGate Brewing
1499,city,Minneapolis
1499,state,MN
1500,id,1854
1500,beer-name,Blue Boots IPA
1500,style,American IPA
1500,ounces,16
1500,abv,0.069
1500,ibu,""
1500,brewery_id,293
1500,brewery-name,Northampton Brewery
1500,city,Northamtpon
1500,state,MA
1501,id,1227
1501,beer-name,Hoppy Bitch IPA
1501,style,American IPA
1501,ounces,16
1501,abv,0.063
1501,ibu,""
1501,brewery_id,450
1501,brewery-name,Northwest Brewing Company
1501,city,Pacific
1501,state,WA
1502,id,1226
1502,beer-name,Three Skulls Ale Pale Ale
1502,style,American Pale Ale (APA)
1502,ounces,16
1502,abv,0.063
1502,ibu,42
1502,brewery_id,450
1502,brewery-name,Northwest Brewing Company
1502,city,Pacific
1502,state,WA
1503,id,541
1503,beer-name,Walter's Premium Pilsener Beer
1503,style,German Pilsener
1503,ounces,12
1503,abv,0.045
1503,ibu,""
1503,brewery_id,529
1503,brewery-name,Northwoods Brewpub
1503,city,Eau Claire
1503,state,WI
1504,id,109
1504,beer-name,Floppin' Crappie
1504,style,American Pale Wheat Ale
1504,ounces,12
1504,abv,0.045
1504,ibu,""
1504,brewery_id,529
1504,brewery-name,Northwoods Brewpub
1504,city,Eau Claire
1504,state,WI
1505,id,1917
1505,beer-name,Left of the Dial IPA
1505,style,American IPA
1505,ounces,12
1505,abv,0.043
1505,ibu,""
1505,brewery_id,271
1505,brewery-name,Notch Brewing Company
1505,city,Ipswich
1505,state,MA
1506,id,1190
1506,beer-name,Notch Session Pils
1506,style,Czech Pilsener
1506,ounces,12
1506,abv,0.04
1506,ibu,""
1506,brewery_id,271
1506,brewery-name,Notch Brewing Company
1506,city,Ipswich
1506,state,MA
1507,id,1264
1507,beer-name,O'Fallon Pumpkin Beer
1507,style,Pumpkin Ale
1507,ounces,12
1507,abv,0.055
1507,ibu,""
1507,brewery_id,442
1507,brewery-name,O'Fallon Brewery
1507,city,O'Fallon
1507,state,MO
1508,id,1258
1508,beer-name,5 Day IPA
1508,style,American IPA
1508,ounces,12
1508,abv,0.061
1508,ibu,66
1508,brewery_id,442
1508,brewery-name,O'Fallon Brewery
1508,city,O'Fallon
1508,state,MO
1509,id,128
1509,beer-name,O'Fallon Wheach
1509,style,Fruit / Vegetable Beer
1509,ounces,12
1509,abv,0.051
1509,ibu,7
1509,brewery_id,442
1509,brewery-name,O'Fallon Brewery
1509,city,O'Fallon
1509,state,MO
1510,id,2331
1510,beer-name,Watershed IPA
1510,style,American IPA
1510,ounces,12
1510,abv,0.067
1510,ibu,70
1510,brewery_id,150
1510,brewery-name,Oakshire Brewing
1510,city,Eugene
1510,state,OR
1511,id,1669
1511,beer-name,Oakshire Amber Ale
1511,style,American Amber / Red Ale
1511,ounces,12
1511,abv,0.054
1511,ibu,24
1511,brewery_id,150
1511,brewery-name,Oakshire Brewing
1511,city,Eugene
1511,state,OR
1512,id,1668
1512,beer-name,Overcast Espresso Stout
1512,style,American Stout
1512,ounces,12
1512,abv,0.058
1512,ibu,27
1512,brewery_id,150
1512,brewery-name,Oakshire Brewing
1512,city,Eugene
1512,state,OR
1513,id,999
1513,beer-name,Watershed IPA (2013)
1513,style,American IPA
1513,ounces,12
1513,abv,0.067
1513,ibu,70
1513,brewery_id,150
1513,brewery-name,Oakshire Brewing
1513,city,Eugene
1513,state,OR
1514,id,2247
1514,beer-name,Lake Monster
1514,style,Baltic Porter
1514,ounces,16
1514,abv,0.082
1514,ibu,25
1514,brewery_id,184
1514,brewery-name,Oasis Texas Brewing Company
1514,city,Austin
1514,state,TX
1515,id,2071
1515,beer-name,London Homesick Ale
1515,style,English Bitter
1515,ounces,12
1515,abv,0.049
1515,ibu,27
1515,brewery_id,184
1515,brewery-name,Oasis Texas Brewing Company
1515,city,Austin
1515,state,TX
1516,id,2070
1516,beer-name,Luchesa Lager
1516,style,Keller Bier / Zwickel Bier
1516,ounces,12
1516,abv,0.048
1516,ibu,35
1516,brewery_id,184
1516,brewery-name,Oasis Texas Brewing Company
1516,city,Austin
1516,state,TX
1517,id,2069
1517,beer-name,Slow Ride
1517,style,American Pale Ale (APA)
1517,ounces,12
1517,abv,0.048
1517,ibu,35
1517,brewery_id,184
1517,brewery-name,Oasis Texas Brewing Company
1517,city,Austin
1517,state,TX
1518,id,2192
1518,beer-name,Occidental Hefeweizen
1518,style,American Pale Wheat Ale
1518,ounces,16
1518,abv,0.047
1518,ibu,""
1518,brewery_id,200
1518,brewery-name,Occidental Brewing Company
1518,city,Portland
1518,state,OR
1519,id,1130
1519,beer-name,Occidental Dunkel
1519,style,Dunkelweizen
1519,ounces,16
1519,abv,0.051
1519,ibu,""
1519,brewery_id,200
1519,brewery-name,Occidental Brewing Company
1519,city,Portland
1519,state,OR
1520,id,1129
1520,beer-name,Occidental Altbier
1520,style,Altbier
1520,ounces,16
1520,abv,0.05
1520,ibu,""
1520,brewery_id,200
1520,brewery-name,Occidental Brewing Company
1520,city,Portland
1520,state,OR
1521,id,1081
1521,beer-name,Occidental Kölsch
1521,style,Kölsch
1521,ounces,16
1521,abv,0.045
1521,ibu,""
1521,brewery_id,200
1521,brewery-name,Occidental Brewing Company
1521,city,Portland
1521,state,OR
1522,id,2335
1522,beer-name,Perpetual Darkness
1522,style,Belgian Strong Dark Ale
1522,ounces,12
1522,abv,0.092
1522,ibu,72
1522,brewery_id,148
1522,brewery-name,Odyssey Beerwerks
1522,city,Arvada
1522,state,CO
1523,id,2334
1523,beer-name,Clan Warrior
1523,style,Scotch Ale / Wee Heavy
1523,ounces,12
1523,abv,0.087
1523,ibu,29
1523,brewery_id,148
1523,brewery-name,Odyssey Beerwerks
1523,city,Arvada
1523,state,CO
1524,id,2333
1524,beer-name,Psycho Penguin Vanilla Porter
1524,style,American Porter
1524,ounces,12
1524,abv,0.054
1524,ibu,36
1524,brewery_id,148
1524,brewery-name,Odyssey Beerwerks
1524,city,Arvada
1524,state,CO
1525,id,1721
1525,beer-name,Heliocentric Hefeweizen
1525,style,Hefeweizen
1525,ounces,12
1525,abv,0.047
1525,ibu,""
1525,brewery_id,148
1525,brewery-name,Odyssey Beerwerks
1525,city,Arvada
1525,state,CO
1526,id,1720
1526,beer-name,Ghose Drifter Pale Ale
1526,style,American Pale Ale (APA)
1526,ounces,12
1526,abv,0.051
1526,ibu,""
1526,brewery_id,148
1526,brewery-name,Odyssey Beerwerks
1526,city,Arvada
1526,state,CO
1527,id,1431
1527,beer-name,Ghost Rider Pale Ale (2013)
1527,style,American Pale Ale (APA)
1527,ounces,12
1527,abv,0.051
1527,ibu,""
1527,brewery_id,148
1527,brewery-name,Odyssey Beerwerks
1527,city,Arvada
1527,state,CO
1528,id,1430
1528,beer-name,Helios Hefeweizen (2013)
1528,style,Hefeweizen
1528,ounces,12
1528,abv,0.047
1528,ibu,""
1528,brewery_id,148
1528,brewery-name,Odyssey Beerwerks
1528,city,Arvada
1528,state,CO
1529,id,1059
1529,beer-name,The Hole in Hadrian's Wall
1529,style,Scottish Ale
1529,ounces,16
1529,abv,0.095
1529,ibu,19
1529,brewery_id,471
1529,brewery-name,Okoboji Brewing Company
1529,city,Spirit Lake
1529,state,IA
1530,id,1058
1530,beer-name,33 Select Brown Ale
1530,style,American Brown Ale
1530,ounces,16
1530,abv,0.065
1530,ibu,26
1530,brewery_id,471
1530,brewery-name,Okoboji Brewing Company
1530,city,Spirit Lake
1530,state,IA
1531,id,603
1531,beer-name,Midwest Charm Farmhouse Ale
1531,style,Saison / Farmhouse Ale
1531,ounces,16
1531,abv,0.06
1531,ibu,29
1531,brewery_id,471
1531,brewery-name,Okoboji Brewing Company
1531,city,Spirit Lake
1531,state,IA
1532,id,602
1532,beer-name,Boji Blue Pale Ale
1532,style,American Pale Ale (APA)
1532,ounces,16
1532,abv,0.05
1532,ibu,45
1532,brewery_id,471
1532,brewery-name,Okoboji Brewing Company
1532,city,Spirit Lake
1532,state,IA
1533,id,601
1533,beer-name,Winter Games Select #32 Stout
1533,style,American Stout
1533,ounces,16
1533,abv,0.057
1533,ibu,26
1533,brewery_id,471
1533,brewery-name,Okoboji Brewing Company
1533,city,Spirit Lake
1533,state,IA
1534,id,600
1534,beer-name,Boji Beach Golden Rye Ale
1534,style,Rye Beer
1534,ounces,16
1534,abv,0.05
1534,ibu,23
1534,brewery_id,471
1534,brewery-name,Okoboji Brewing Company
1534,city,Spirit Lake
1534,state,IA
1535,id,1828
1535,beer-name,Hopsmith Pale Lager
1535,style,American Pale Lager
1535,ounces,16
1535,abv,0.06
1535,ibu,""
1535,brewery_id,301
1535,brewery-name,Old Forge Brewing Company
1535,city,Danville
1535,state,PA
1536,id,1487
1536,beer-name,Falling Down Brown Ale
1536,style,American Brown Ale
1536,ounces,16
1536,abv,0.065
1536,ibu,65
1536,brewery_id,301
1536,brewery-name,Old Forge Brewing Company
1536,city,Danville
1536,state,PA
1537,id,1486
1537,beer-name,Resolution Rye Stout
1537,style,American Stout
1537,ounces,16
1537,abv,0.068
1537,ibu,""
1537,brewery_id,301
1537,brewery-name,Old Forge Brewing Company
1537,city,Danville
1537,state,PA
1538,id,1485
1538,beer-name,Plowshare Porter
1538,style,American Porter
1538,ounces,16
1538,abv,0.055
1538,ibu,""
1538,brewery_id,301
1538,brewery-name,Old Forge Brewing Company
1538,city,Danville
1538,state,PA
1539,id,1394
1539,beer-name,Old Forge Pumpkin Ale
1539,style,Pumpkin Ale
1539,ounces,16
1539,abv,0.046
1539,ibu,20
1539,brewery_id,301
1539,brewery-name,Old Forge Brewing Company
1539,city,Danville
1539,state,PA
1540,id,1381
1540,beer-name,Endless Sun Ale
1540,style,American Pale Wheat Ale
1540,ounces,16
1540,abv,0.045
1540,ibu,""
1540,brewery_id,301
1540,brewery-name,Old Forge Brewing Company
1540,city,Danville
1540,state,PA
1541,id,900
1541,beer-name,Celestial Blonde Ale
1541,style,American Blonde Ale
1541,ounces,16
1541,abv,0.065
1541,ibu,""
1541,brewery_id,301
1541,brewery-name,Old Forge Brewing Company
1541,city,Danville
1541,state,PA
1542,id,891
1542,beer-name,Overbite IPA
1542,style,American IPA
1542,ounces,16
1542,abv,0.075
1542,ibu,""
1542,brewery_id,301
1542,brewery-name,Old Forge Brewing Company
1542,city,Danville
1542,state,PA
1543,id,509
1543,beer-name,T-Rail Pale Ale
1543,style,American Pale Ale (APA)
1543,ounces,16
1543,abv,0.055
1543,ibu,""
1543,brewery_id,301
1543,brewery-name,Old Forge Brewing Company
1543,city,Danville
1543,state,PA
1544,id,508
1544,beer-name,Endless Summer Ale (2011)
1544,style,American Pale Wheat Ale
1544,ounces,16
1544,abv,0.048
1544,ibu,""
1544,brewery_id,301
1544,brewery-name,Old Forge Brewing Company
1544,city,Danville
1544,state,PA
1545,id,1530
1545,beer-name,Clem's Gold
1545,style,American Pale Lager
1545,ounces,16
1545,abv,0.053
1545,ibu,""
1545,brewery_id,390
1545,brewery-name,Orlison Brewing Company
1545,city,Airway Heights
1545,state,WA
1546,id,1529
1546,beer-name,Lizzy's Red
1546,style,American Amber / Red Lager
1546,ounces,16
1546,abv,0.055
1546,ibu,""
1546,brewery_id,390
1546,brewery-name,Orlison Brewing Company
1546,city,Airway Heights
1546,state,WA
1547,id,1528
1547,beer-name,Orlison India Pale Lager
1547,style,American Pale Lager
1547,ounces,16
1547,abv,0.067
1547,ibu,""
1547,brewery_id,390
1547,brewery-name,Orlison Brewing Company
1547,city,Airway Heights
1547,state,WA
1548,id,1527
1548,beer-name,Brünette
1548,style,Euro Dark Lager
1548,ounces,16
1548,abv,0.042
1548,ibu,""
1548,brewery_id,390
1548,brewery-name,Orlison Brewing Company
1548,city,Airway Heights
1548,state,WA
1549,id,1526
1549,beer-name,Havanüther
1549,style,Light Lager
1549,ounces,16
1549,abv,0.041
1549,ibu,""
1549,brewery_id,390
1549,brewery-name,Orlison Brewing Company
1549,city,Airway Heights
1549,state,WA
1550,id,2113
1550,beer-name,Lyric Ale
1550,style,Saison / Farmhouse Ale
1550,ounces,12
1550,abv,0.065
1550,ibu,""
1550,brewery_id,216
1550,brewery-name,Orpheus Brewing
1550,city,Atlanta
1550,state,GA
1551,id,2112
1551,beer-name,Atalanta
1551,style,Saison / Farmhouse Ale
1551,ounces,12
1551,abv,0.053
1551,ibu,""
1551,brewery_id,216
1551,brewery-name,Orpheus Brewing
1551,city,Atlanta
1551,state,GA
1552,id,2302
1552,beer-name,Pinner Throwback IPA
1552,style,American IPA
1552,ounces,12
1552,abv,0.049
1552,ibu,35
1552,brewery_id,166
1552,brewery-name,Oskar Blues Brewery
1552,city,Longmont
1552,state,CO
1553,id,1883
1553,beer-name,Centennial State Pale Ale
1553,style,American Pale Ale (APA)
1553,ounces,19.2
1553,abv,0.052
1553,ibu,""
1553,brewery_id,166
1553,brewery-name,Oskar Blues Brewery
1553,city,Longmont
1553,state,CO
1554,id,1859
1554,beer-name,Old Chub NITRO
1554,style,Scotch Ale / Wee Heavy
1554,ounces,16
1554,abv,0.08
1554,ibu,""
1554,brewery_id,166
1554,brewery-name,Oskar Blues Brewery
1554,city,Longmont
1554,state,CO
1555,id,1796
1555,beer-name,The CROWLER™
1555,style,""
1555,ounces,32
1555,abv,""
1555,ibu,""
1555,brewery_id,166
1555,brewery-name,Oskar Blues Brewery
1555,city,Longmont
1555,state,CO
1556,id,1790
1556,beer-name,CAN'D AID Foundation
1556,style,""
1556,ounces,12
1556,abv,""
1556,ibu,""
1556,brewery_id,166
1556,brewery-name,Oskar Blues Brewery
1556,city,Longmont
1556,state,CO
1557,id,1752
1557,beer-name,Icey.P.A.
1557,style,American IPA
1557,ounces,16
1557,abv,""
1557,ibu,""
1557,brewery_id,166
1557,brewery-name,Oskar Blues Brewery
1557,city,Longmont
1557,state,CO
1558,id,1751
1558,beer-name,One Nut Brown
1558,style,English Brown Ale
1558,ounces,12
1558,abv,0.05
1558,ibu,""
1558,brewery_id,166
1558,brewery-name,Oskar Blues Brewery
1558,city,Longmont
1558,state,CO
1559,id,1750
1559,beer-name,Birth IPA
1559,style,American IPA
1559,ounces,12
1559,abv,""
1559,ibu,""
1559,brewery_id,166
1559,brewery-name,Oskar Blues Brewery
1559,city,Longmont
1559,state,CO
1560,id,1444
1560,beer-name,Dale's Pale Ale
1560,style,American Pale Ale (APA)
1560,ounces,12
1560,abv,0.065
1560,ibu,65
1560,brewery_id,166
1560,brewery-name,Oskar Blues Brewery
1560,city,Longmont
1560,state,CO
1561,id,1252
1561,beer-name,Dale's Pale Ale
1561,style,American Pale Ale (APA)
1561,ounces,12
1561,abv,0.065
1561,ibu,65
1561,brewery_id,166
1561,brewery-name,Oskar Blues Brewery
1561,city,Longmont
1561,state,CO
1562,id,1167
1562,beer-name,Mama's Little Yella Pils
1562,style,Czech Pilsener
1562,ounces,19.2
1562,abv,0.053
1562,ibu,35
1562,brewery_id,166
1562,brewery-name,Oskar Blues Brewery
1562,city,Longmont
1562,state,CO
1563,id,993
1563,beer-name,oSKAr the G'Rauch
1563,style,American IPA
1563,ounces,19.2
1563,abv,0.085
1563,ibu,""
1563,brewery_id,166
1563,brewery-name,Oskar Blues Brewery
1563,city,Longmont
1563,state,CO
1564,id,992
1564,beer-name,oSKAr the G'Rauch
1564,style,American IPA
1564,ounces,16
1564,abv,0.085
1564,ibu,""
1564,brewery_id,166
1564,brewery-name,Oskar Blues Brewery
1564,city,Longmont
1564,state,CO
1565,id,955
1565,beer-name,Dale's Pale Ale
1565,style,American Pale Ale (APA)
1565,ounces,19.2
1565,abv,0.065
1565,ibu,65
1565,brewery_id,166
1565,brewery-name,Oskar Blues Brewery
1565,city,Longmont
1565,state,CO
1566,id,933
1566,beer-name,The Deuce
1566,style,American Brown Ale
1566,ounces,16
