id,attribute,correct_val
407245,journal_title,Archives Of Physical Medicine And Rehabilitation
407245,jounral_abbreviation,Arch Phys Med Rehabil
407245,journal_issn,1532-821X
407245,article_jvolumn,90
407245,article_jissue,10
407245,article_jcreated_at,1/9/10
407245,article_pagination,1727-33
407245,author_list,"\"{\"\"Corinne L Coulter\"\""
918698,article_title,Sevoflurane postconditioning converts persistent ventricular fibrillation into regular rhythm.
918698,article_language,eng
918698,journal_title,European Journal Of Anaesthesiology
918698,jounral_abbreviation,Eur J Anaesthesiol
918698,journal_issn,1365-2346
918698,article_jvolumn,26
918698,article_jissue,9
918698,article_jcreated_at,1/9/09
918698,article_pagination,766-71
918698,author_list,"\"{\"\"Fengjiang Zhang\"\""
209138,article_title,Frontal and sagittal plane analyses of the stair climbing task in healthy adults aged over 40 years: what are the challenges compared to level walking?
209138,article_language,""
209138,journal_title,Clinical Biomechanics
209138,jounral_abbreviation,""
209138,journal_issn,0268-0033 DO  - http://dx.doi.org/10.1016/j.clinbiomech.2015.03.009
209138,article_jvolumn,18
209138,article_jissue,10
209138,article_jcreated_at,1/3/12
209138,article_pagination,950-959
209138,author_list,"\"{\"\"S Nadeau\"\""
862844,article_title,DPYD IVS14+1G>A and 2846A>T genotyping for the prediction of severe fluoropyrimidine-related toxicity: A meta-analysis
862844,article_language,""
862844,journal_title,Pharmacogenomics
862844,jounral_abbreviation,Pharmacogenomics
862844,journal_issn,1462-2416
862844,article_jvolumn,14
862844,article_jissue,11
862844,article_jcreated_at,1/13/01
862844,article_pagination,1255-1272
862844,author_list,"\"{\"\"R. Danesi\"\""
875733,article_title,[Methicillin-resistant Staphylococcus aureus forming the fried egg appearance colonies isolated from a patient with septicemia]
875733,article_language,jpn
875733,journal_title,Rinsho Byori
875733,jounral_abbreviation,Rinsho byori. The Japanese journal of clinical pathology
875733,journal_issn,0047-1860 (Print)     0047-1860
875733,article_jvolumn,43
875733,article_jissue,10
875733,article_jcreated_at,1/1/95
875733,article_pagination,1061-5
875733,author_list,"\"{\"\"K. Iijima\"\""
587683,article_title,Support for nutrition from the older Americans act programs: a clarification on its 40th anniversary
587683,article_language,eng
587683,journal_title,J Nutr Gerontol Geriatr
587683,jounral_abbreviation,Journal of nutrition in gerontology and geriatrics
587683,journal_issn,""
587683,article_jvolumn,32
587683,article_jissue,1
587683,article_jcreated_at,1/13/01
587683,article_pagination,Mar-81
587683,author_list,"\"{\"\"J. L. Lloyd\"\"}\""
927711,article_title,Measures of exposure to the Well London Phase-1 intervention and their association with health well-being and social outcomes
927711,article_language,""
927711,journal_title,Journal of Epidemiology & Community Health
927711,jounral_abbreviation,""
927711,journal_issn,0143-005X
927711,article_jvolumn,68
927711,article_jissue,7
927711,article_jcreated_at,1/14/01
927711,article_pagination,597-605
927711,author_list,"\"{\"\"C. Bottomley\"\""
313584,article_title,The Effects of Cognitive Coaching and Nonverbal Classroom Management on Teacher Efficacy and Perceptions of School Culture.
313584,article_language,English
313584,journal_title,""
313584,jounral_abbreviation,""
313584,journal_issn,""
313584,article_jvolumn,0
313584,article_jissue,0
313584,article_jcreated_at,1/1/98
313584,article_pagination,53
313584,author_list,"\"{\"\"Jennifer L. Edwards\"\""
161847,article_title,Changes in glucose tolerance over time in women with polycystic ovary syndrome: a controlled study
161847,article_language,eng
161847,journal_title,""
161847,jounral_abbreviation,""
161847,journal_issn,""
161847,article_jvolumn,90
161847,article_jissue,0
161847,article_jcreated_at,1/5/01
161847,article_pagination,3236-42 ST  - Changes in glucose tolerance over time in women with polycystic ovary syndrome: a controlled study-
161847,author_list,"\"{\"\"A. DA  - Jun DO  - jc.2004-1843 [pii] 10.1210/jc.2004-1843 [doi] DP  - Nlm ET  - 2005/03/31 Dunaif\"\""
543292,article_title,Effects of Test Administrator Characteristics on Achievement Test Scores
543292,article_language,""
543292,journal_title,Online Submission
543292,jounral_abbreviation,""
543292,journal_issn,978-957-41-6666-4
543292,article_jvolumn,0
543292,article_jissue,0
543292,article_jcreated_at,1/5/04
543292,article_pagination,""
543292,author_list,"\"{\"\"Maria Papapolydorou\"\""
248064,article_title,Distal radius fracture arthroscopic intraarticular displacement measurement after open reduction and internal fixation from a volar approach
248064,article_language,eng
248064,journal_title,J Orthop Sci
248064,jounral_abbreviation,Journal of orthopaedic science : official journal of the Japanese Orthopaedic Association
248064,journal_issn,0949-2658 (Print) 0949-2658
248064,article_jvolumn,15
248064,article_jissue,4
248064,article_jcreated_at,1/10/01
248064,article_pagination,502-8
248064,author_list,"\"{\"\"T. Katayama\"\""
887041,article_title,Age-related driving disorders: screening in hospitals and outpatients settings.
887041,article_language,eng
887041,journal_title,Geriatr Gerontol Int
887041,jounral_abbreviation,Geriatrics & gerontology international
887041,journal_issn,1447-0594
887041,article_jvolumn,10
887041,article_jissue,4
887041,article_jcreated_at,1/10/10
887041,article_pagination,288-94
887041,author_list,"\"{\"\"Kevin Patrick\"\""
314737,article_title,[Effect of a dialysis solution with icodextrin on ultrafiltration and selected metabolic parameters in patients treated with peritoneal dialysis]
314737,article_language,""
314737,journal_title,""
314737,jounral_abbreviation,""
314737,journal_issn,""
314737,article_jvolumn,141
314737,article_jissue,9
314737,article_jcreated_at,1/2/01
314737,article_pagination,281-5
314737,author_list,"\"{\"\"S. Opatrna\"\""
709094,article_title,Evidence based practice and advanced competencies in a MHS-CLS program
709094,article_language,eng
709094,journal_title,""
709094,jounral_abbreviation,""
709094,journal_issn,""
709094,article_jvolumn,24
709094,article_jissue,4
709094,article_jcreated_at,1/11/01
709094,article_pagination,4-47-53
709094,author_list,"\"{\"\"L. Pretlow\"\""
327157,article_title,Effect of QVA149 on lung volumes and exercise tolerance in COPD patients: the BRIGHT study
327157,article_language,""
327157,journal_title,Respiratory medicine
327157,jounral_abbreviation,""
327157,journal_issn,""
327157,article_jvolumn,108
327157,article_jissue,4
327157,article_jcreated_at,1/14/01
327157,article_pagination,584-92
327157,author_list,"\"{\"\"Jutta Beier\"\""
793206,article_title,Disseminated lymphoma with large granular lymphocyte morphology diagnosed in a horse via abdominal fluid and transtracheal wash cytology.
793206,article_language,eng
793206,journal_title,Veterinary clinical pathology / American Society for Veterinary Clinical Pathology
793206,jounral_abbreviation,Vet Clin Pathol
793206,journal_issn,1939-165X
793206,article_jvolumn,44
793206,article_jissue,3
793206,article_jcreated_at,1/15/09
793206,article_pagination,437-41
793206,author_list,"\"{\"\"Fernanda Cesar\"\""
361682,article_title,Outcome of patients with severe PH due to lung disease with     and without targeted therapy
361682,article_language,English
361682,journal_title,Cardiovascular therapeutics
361682,jounral_abbreviation,""
361682,journal_issn,""
361682,article_jvolumn,32
361682,article_jissue,5
361682,article_jcreated_at,1/14/01
361682,article_pagination,202-208
361682,author_list,"\"{\"\"Seiler I\"\""
732256,article_title,A comprehensive assessment of maternal deaths in Argentina: translating multicentre collaborative research into action.
732256,article_language,""
732256,journal_title,Bulletin of the World Health Organization
732256,jounral_abbreviation,Bull.WHO
732256,journal_issn,0042-9686
732256,article_jvolumn,85
732256,article_jissue,8
732256,article_jcreated_at,1/7/08
732256,article_pagination,615-622 8p
732256,author_list,"\"{\"\"Romero M\"\""
636937,article_title,"Human african trypanosomiasis diagnosis in first-line health services of endemic countries, a systematic review."
636937,article_language,eng
636937,journal_title,Plos Neglected Tropical Diseases
636937,jounral_abbreviation,""
636937,journal_issn,1935-2735
636937,article_jvolumn,6
636937,article_jissue,11
636937,article_jcreated_at,1/12/01
636937,article_pagination,e1919
636937,author_list,"\"{\"\"Victor Kande\"\""
743394,article_title,Overlap of food addiction and substance use disorders definitions: analysis of animal and human studies.
743394,article_language,eng
743394,journal_title,Neuropharmacology
743394,jounral_abbreviation,Neuropharmacology
743394,journal_issn,1873-7064
743394,article_jvolumn,85
743394,article_jissue,-1
743394,article_jcreated_at,1/14/10
743394,article_pagination,81-90
743394,author_list,"\"{\"\"Antoine Hone-Blanchet\"\""
592201,article_title,Efficacy of prolonged administration of intravenous erythromycin in an ambulatory setting as treatment of severe gastroparesis: one center's experience
592201,article_language,eng
592201,journal_title,""
592201,jounral_abbreviation,""
592201,journal_issn,""
592201,article_jvolumn,28
592201,article_jissue,2
592201,article_jcreated_at,1/1/99
592201,article_pagination,131-4
592201,author_list,"\"{\"\"E. M. Quigley\"\""
914007,article_title,Bound for success: a systematic review of constraint-induced movement therapy in children with cerebral palsy supports improved arm and hand use (Structured abstract)
914007,article_language,""
914007,journal_title,Physical therapy
914007,jounral_abbreviation,Phys Ther
914007,journal_issn,0031-9023
914007,article_jvolumn,89
914007,article_jissue,11
914007,article_jcreated_at,1/9/01
914007,article_pagination,1126-1141
914007,author_list,"\"{\"\"H. H. Huang\"\""
208824,article_title,"Optical turbulence: weak turbulence, condensates and collapsing filaments in the nonlinear Schr_dinger equation"
208824,article_language,""
208824,journal_title,Physica D: Nonlinear Phenomena
208824,jounral_abbreviation,""
208824,journal_issn,0167-2789 DO  - http://dx.doi.org/10.1016/j.physd.2013.07.012
208824,article_jvolumn,57
208824,article_jissue,1
208824,article_jcreated_at,6/15/92
208824,article_pagination,96-160
208824,author_list,"\"{\"\"V.E. Zakharov\"\""
759501,article_title,"[Progress in joint international research of demographic and geographic distribution of insignificant, middle and high-grade tuberculin skin sensitivity]."
759501,article_language,ger
759501,journal_title,Zeitschrift fr Erkrankungen der Atmungsorgane mit Folia bronchologica
759501,jounral_abbreviation,Z Erkr Atmungsorgane Folia Bronchol
759501,journal_issn,0044-2631
759501,article_jvolumn,133
759501,article_jissue,1
759501,article_jcreated_at,12/1/70
759501,article_pagination,99-106
759501,author_list,"\"{\"\"M A Bleiker\"\"}\""
506162,article_title,Efficacy of Class 1 elastic compression stockings in the early stages of chronic venous disease. A comparative study.
506162,article_language,eng
506162,journal_title,Int. Angiol.
506162,jounral_abbreviation,""
506162,journal_issn,0392-9590
506162,article_jvolumn,22
506162,article_jissue,4
506162,article_jcreated_at,1/3/12
506162,article_pagination,383-92
506162,author_list,"\"{\"\"F Vin\"\""
372697,article_title,The future of JAK inhibition in myelofibrosis and beyond
372697,article_language,""
372697,journal_title,Blood Reviews
372697,jounral_abbreviation,Blood Rev.
372697,journal_issn,0268-960X
372697,article_jvolumn,28
372697,article_jissue,5
372697,article_jcreated_at,1/14/09
372697,article_pagination,189-196
372697,author_list,"\"{\"\"R.A. Mesa\"\""
609245,article_title,Reinventing the wheel? Or the emperor's new clothes.
609245,article_language,eng
609245,journal_title,J Altern Complement Med
609245,jounral_abbreviation,"Journal of alternative and complementary medicine (New York, N.Y.)"
609245,journal_issn,1075-5535
609245,article_jvolumn,9
609245,article_jissue,5
609245,article_jcreated_at,1/3/10
609245,article_pagination,613-5
609245,author_list,"\"{\"\"George Vithoulkas\"\""
584706,article_title,A study of out-of-hospital cardiac arrests in northeastern Minnesota
584706,article_language,eng
584706,journal_title,Jama
584706,jounral_abbreviation,Jama
584706,journal_issn,0098-7484
584706,article_jvolumn,256
584706,article_jissue,4
584706,article_jcreated_at,1/1/86
584706,article_pagination,477-83
584706,author_list,"\"{\"\"G. S. McDonald\"\""
822897,article_title,"\"The Chinese medicine construct \"\"stagnation\"\" in mind-body connection mediates the effects of mindfulness training on depression and anxiety\""
822897,article_language,""
822897,journal_title,Complementary Therapies in Medicine
822897,jounral_abbreviation,""
822897,journal_issn,""
822897,article_jvolumn,21
822897,article_jissue,4
822897,article_jcreated_at,1/13/01
822897,article_pagination,348-357
822897,author_list,"\"{\"\"K. F. Lam\"\""
145770,article_title,Outcomes from patients with multi-vessel disease following primary PCI: staged PCI imparts very low mortality.
145770,article_language,eng
145770,journal_title,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions
145770,jounral_abbreviation,Catheter Cardiovasc Interv
145770,journal_issn,1522-726X
145770,article_jvolumn,77
145770,article_jissue,5
145770,article_jcreated_at,1/11/04
145770,article_pagination,617-22
145770,author_list,"\"{\"\"Gilles Montalescot\"\""
24026,article_title,Modelling the effects of subjective and objective decision making in scientific peer review.
24026,article_language,eng
24026,journal_title,Nature
24026,jounral_abbreviation,Nature
24026,journal_issn,1476-4687
24026,article_jvolumn,506
24026,article_jissue,7486
24026,article_jcreated_at,6/14/02
24026,article_pagination,Jun-93
24026,author_list,"\"{\"\"Marcus R Munaf_\"\""
44484,article_title,"Exercise-induced flow limitation, dynamic hyperinflation and exercise capacity in patients with bronchial asthma."
44484,article_language,eng
44484,journal_title,The European respiratory journal
44484,jounral_abbreviation,Eur. Respir. J.
44484,journal_issn,0903-1936
44484,article_jvolumn,24
44484,article_jissue,3
44484,article_jcreated_at,1/4/09
44484,article_pagination,378-84
44484,author_list,"\"{\"\"A Polychronaki\"\""
379988,article_title,The combined role of serotonin and interleukin-6 as biomarker for autism
379988,article_language,""
379988,journal_title,""
379988,jounral_abbreviation,""
379988,journal_issn,""
379988,article_jvolumn,284
379988,article_jissue,0
379988,article_jcreated_at,1/22/15
379988,article_pagination,290-296
379988,author_list,"\"{\"\"Y.-J. Du\"\""
333862,article_title,General public's and physicians' perception of health risk associated with radon exposure in the state of Azad Jammu and Kashmir
333862,article_language,""
333862,journal_title,"Public health nursing (Boston, Mass.)"
333862,jounral_abbreviation,Public Health Nurs
333862,journal_issn,0737-1209
333862,article_jvolumn,25
333862,article_jissue,4
333862,article_jcreated_at,1/8/01
333862,article_pagination,327-35
333862,author_list,"\"{\"\"Muhammad Rafique\"\""
779555,article_title,Cost-effectiveness of statins for primary prevention in patients newly diagnosed with type 2 diabetes in the Netherlands
779555,article_language,English
779555,journal_title,Value in Health
779555,jounral_abbreviation,""
779555,journal_issn,""
779555,article_jvolumn,17
779555,article_jissue,2
779555,article_jcreated_at,1/14/01
779555,article_pagination,223-230
779555,author_list,"\"{\"\"S. T. Visser\"\""
323860,article_title,Women's sexuality in the South African constitutional court
323860,article_language,English
323860,journal_title,Feminist Legal Studies
323860,jounral_abbreviation,""
323860,journal_issn,09663622 (ISSN)
323860,article_jvolumn,14
323860,article_jissue,3
323860,article_jcreated_at,1/6/01
323860,article_pagination,391-406
323860,author_list,"\"{\"\"E. Bonthuys\"\"}\""
646572,article_title,[Medical and psychosocial care needs of cancer patients: a systematic review comparing urban and rural provisions].
646572,article_language,ger
646572,journal_title,Impfstoffe: Akzeptanz und Sicherheit.
646572,jounral_abbreviation,""
646572,journal_issn,1439-4413
646572,article_jvolumn,135
646572,article_jissue,31
646572,article_jcreated_at,1/10/08
646572,article_pagination,1531-7
646572,author_list,"\"{\"\"R Schwarz\"\""
128182,article_title,"A randomized, double-blind, placebo controlled triphosphate in study of oral adenosine subacute low back pain"
128182,article_language,eng
128182,journal_title,""
128182,jounral_abbreviation,""
128182,journal_issn,""
128182,article_jvolumn,32
128182,article_jissue,0
128182,article_jcreated_at,1/5/01
128182,article_pagination,"1114-7 ST  - A randomized, double-blind, placebo controlled triphosphate in study of oral adenosine subacute low back pain-"
128182,author_list,"\"{\"\"M. Rossignol\"\""
252998,article_title,Efficacy and safety of NMDA receptor antagonists augmentation therapy for schizophrenia: An updated meta-analysis of randomized placebo-controlled trials
252998,article_language,""
252998,journal_title,Journal of Psychiatric Research
252998,jounral_abbreviation,""
252998,journal_issn,0022-3956
252998,article_jvolumn,47
252998,article_jissue,12
252998,article_jcreated_at,1/13/01
252998,article_pagination,2018-2020
252998,author_list,"\"{\"\"Yuki Matsuda\"\""
231933,article_title,"Taste, olfactory and food texture reward processing in the brain and obesity"
231933,article_language,""
231933,journal_title,International Journal of Obesity
231933,jounral_abbreviation,""
231933,journal_issn,""
231933,article_jvolumn,35
231933,article_jissue,4
231933,article_jcreated_at,1/11/01
231933,article_pagination,550-561
231933,author_list,"\"{\"\"E. T. Rolls\"\"}\""
683304,article_title,Prefrontal hypoactivation and recovery in insomnia.
683304,article_language,eng
683304,journal_title,Sleep
683304,jounral_abbreviation,Sleep
683304,journal_issn,0161-8105
683304,article_jvolumn,31
683304,article_jissue,9
683304,article_jcreated_at,1/8/09
683304,article_pagination,1271-6
683304,author_list,"\"{\"\"Joost P A Kuijer\"\""
854628,article_title,Determinants of drug response in a cisplatin-resistant human lung cancer cell line.
854628,article_language,eng
854628,journal_title,JPN. J. CANCER RES.
854628,jounral_abbreviation,""
854628,journal_issn,0910-5050
854628,article_jvolumn,81
854628,article_jissue,5
854628,article_jcreated_at,5/1/90
854628,article_pagination,527-35
854628,author_list,"\"{\"\"N Saijo\"\""
117678,article_title,"Association between genetic polymorphism of tumor necrosis factor-alpha and risk of oral submucous fibrosis, a pre-cancerous condition of oral cancer."
117678,article_language,eng
117678,journal_title,Journal of dental research
117678,jounral_abbreviation,J. Dent. Res.
117678,journal_issn,0022-0345
117678,article_jvolumn,80
117678,article_jissue,12
117678,article_jcreated_at,1/1/12
117678,article_pagination,Sep-55
117678,author_list,"\"{\"\"L J Hahn\"\""
795170,article_title,Improving end-of-life care for patients with chronic obstructive pulmonary disease.
795170,article_language,eng
795170,journal_title,Therapeutic advances in respiratory disease
795170,jounral_abbreviation,Ther Adv Respir Dis
795170,journal_issn,1753-4666
795170,article_jvolumn,7
795170,article_jissue,6
795170,article_jcreated_at,1/13/12
795170,article_pagination,320-6
795170,author_list,"\"{\"\"Helen M Sorenson\"\"}\""
783722,article_title,Diabetes and other comorbidities in breast cancer survival by race/ethnicity: The California breast cancer survivorship consortium (CBCSC)
783722,article_language,English
783722,journal_title,Cancer Epidemiology Biomarkers and Prevention
783722,jounral_abbreviation,""
783722,journal_issn,""
783722,article_jvolumn,24
783722,article_jissue,2
783722,article_jcreated_at,1/15/01
783722,article_pagination,361-368
783722,author_list,"\"{\"\"B. J. Caan\"\""
376103,article_title,Effect of e-health on medical expenditures of outpatients with lifestyle-related diseases
376103,article_language,English
376103,journal_title,""
376103,jounral_abbreviation,""
376103,journal_issn,""
376103,article_jvolumn,17
376103,article_jissue,8
376103,article_jcreated_at,1/11/01
376103,article_pagination,591-5
376103,author_list,"\"{\"\"Y. Akematsu\"\""
505530,article_title,Fiscal impact of a potential legislative ban on second trimester elective terminations for prenatally diagnosed abnormalities (Structured abstract)
505530,article_language,""
505530,journal_title,""
505530,jounral_abbreviation,""
505530,journal_issn,""
505530,article_jvolumn,91
505530,article_jissue,5
505530,article_jcreated_at,1/1/00
505530,article_pagination,359-362
505530,author_list,"\"{\"\"E. L. Krivchenia\"\""
868618,article_title,Phase III randomized sequential open-label study to evaluate the efficacy and safety of sorafenib followed by pazopanib vs pazopanib followed by sorafenib in the treatment of advanced / metastatic renal cell carcinoma-design of the SWITCH-2 Study (NCT01613846)
868618,article_language,""
868618,journal_title,Onkologie
868618,jounral_abbreviation,Onkologie
868618,journal_issn,0378-584X
868618,article_jvolumn,36
868618,article_jissue,0
868618,article_jcreated_at,1/13/01
868618,article_pagination,75
868618,author_list,"\"{\"\"J. Gschwend\"\""
503451,article_title,Epidemiology of sporting injuries among elite soccer players: A longitudinal study
503451,article_language,""
503451,journal_title,Rheumatology (United Kingdom)
503451,jounral_abbreviation,Rheumatology
503451,journal_issn,1462-0324
503451,article_jvolumn,51
503451,article_jissue,0
503451,article_jcreated_at,1/12/01
503451,article_pagination,iii25-iii25
503451,author_list,"\"{\"\"M Gimpel\"\""
113363,article_title,Mental health symptoms in a population based survey of minority farm operators
113363,article_language,""
113363,journal_title,""
113363,jounral_abbreviation,""
113363,journal_issn,""
113363,article_jvolumn,0
113363,article_jissue,0
113363,article_jcreated_at,""
113363,article_pagination,62928
113363,author_list,"\"{\"\"A. L. Steege\"\""
944558,article_title,Motor cortex stimulation in patients with post-stroke pain: conscious somatosensory response and pain control
944558,article_language,eng
944558,journal_title,Neurol Res
944558,jounral_abbreviation,Neurological research
944558,journal_issn,0161-6412 (Print) 0161-6412
944558,article_jvolumn,25
944558,article_jissue,2
944558,article_jcreated_at,1/3/01
944558,article_pagination,153-6
944558,author_list,"\"{\"\"H. Oshima\"\""
875250,article_title,Antimicrobial resistance of H. pylori isolates in alaska native persons from 2000-2008: Results from the alaska sentinel surveillance project
875250,article_language,""
875250,journal_title,Helicobacter
875250,jounral_abbreviation,Helicobacter
875250,journal_issn,1523-5378
875250,article_jvolumn,14
875250,article_jissue,4
875250,article_jcreated_at,1/9/01
875250,article_pagination,328
875250,author_list,"\"{\"\"M. G. Bruce\"\""
786108,article_title,Results of the phase II NCRI CLL206 trial of alemtuzumab in combination with high-dose methylprednisolone for high-risk (17P-) CLL
786108,article_language,""
786108,journal_title,Haematologica
786108,jounral_abbreviation,""
786108,journal_issn,0390-6078
786108,article_jvolumn,94
786108,article_jissue,0
786108,article_jcreated_at,1/9/01
786108,article_pagination,138-139
786108,author_list,"\"{\"\"C. Dearden\"\""
233544,article_title,Timely access to specialist medical oncology services closer to home for rural patients: experience from the Townsville Teleoncology Model.
233544,article_language,eng
233544,journal_title,The Australian journal of rural health
233544,jounral_abbreviation,Aust J Rural Health
233544,journal_issn,1440-1584
233544,article_jvolumn,22
233544,article_jissue,4
233544,article_jcreated_at,1/14/08
233544,article_pagination,156-9
233544,author_list,"\"{\"\"Sabe Sabesan\"\""
163093,article_title,Bioavailability and tolerability of intranasal diazepam in healthy adult volunteers
163093,article_language,English
163093,journal_title,""
163093,jounral_abbreviation,""
163093,journal_issn,""
163093,article_jvolumn,84
163093,article_jissue,0
163093,article_jcreated_at,1/9/01
163093,article_pagination,120-6 ST  - Bioavailability and tolerability of intranasal diazepam in healthy adult volunteers-
163093,author_list,"\"{\"\"Robert L. Kriel\"\""
31763,article_title,Protein kinase CK-1 inhibitors as new potential drugs for amyotrophic lateral sclerosis.
31763,article_language,eng
31763,journal_title,Journal of medicinal chemistry
31763,jounral_abbreviation,J. Med. Chem.
31763,journal_issn,1520-4804
31763,article_jvolumn,57
31763,article_jissue,6
31763,article_jcreated_at,3/27/14
31763,article_pagination,2755-72
31763,author_list,"\"{\"\"Irene G Salado\"\""
949775,article_title,The Prevalence and Age-Related Characteristics of Pain in a Sample of Women Veterans Receiving Primary Care
949775,article_language,""
949775,journal_title,Journal of Women's Health (15409996)
949775,jounral_abbreviation,""
949775,journal_issn,1540-9996
949775,article_jvolumn,15
949775,article_jissue,7
949775,article_jcreated_at,1/6/01
949775,article_pagination,862-869
949775,author_list,"\"{\"\"Alicia Heapy\"\""
847600,article_title,Experiences of African-American Women with Smartphone-Based Ecological Momentary Assessment.
847600,article_language,ENG
847600,journal_title,"Public health nursing (Boston, Mass.)"
847600,jounral_abbreviation,Public Health Nurs
847600,journal_issn,1525-1446
847600,article_jvolumn,-1
847600,article_jissue,-1
847600,article_jcreated_at,4/15/11
847600,article_pagination,""
847600,author_list,"\"{\"\"Ashley McDonald\"\""
638338,article_title,"\"Letter by Raposeiras-Roubin et al regarding article, \"\"mortality associated with atrial fibrillation in patients with myocardial infarction: a systematic review and meta-analysis\"\".\""
638338,article_language,eng
638338,journal_title,Circulation
638338,jounral_abbreviation,Circulation
638338,journal_issn,1524-4539
638338,article_jvolumn,124
638338,article_jissue,18
638338,article_jcreated_at,1/11/11
638338,article_pagination,e483; author's reply e484
638338,author_list,"\"{\"\"Sergio Raposeiras-Roub_n\"\""
14077,article_title,Preferential expression of T-cell receptor V beta-chains in atopic eczema.
14077,article_language,eng
14077,journal_title,Acta dermato-venereologica
14077,jounral_abbreviation,Acta Derm. Venereol.
14077,journal_issn,Jan-55
14077,article_jvolumn,76
14077,article_jissue,3
14077,article_jcreated_at,5/1/96
14077,article_pagination,214-8
14077,author_list,"\"{\"\"C L_liger\"\""
453607,article_title,Evidence-based evaluation of therapeutic measures for amyotrophic lateral sclerosis. [Chinese]
453607,article_language,""
453607,journal_title,""
453607,jounral_abbreviation,""
453607,journal_issn,""
453607,article_jvolumn,0
453607,article_jissue,0
453607,article_jcreated_at,""
453607,article_pagination,""
453607,author_list,{NULL}
690793,article_title,Enhanced meta-analysis of acetylcholine binding protein structures reveals conformational signatures of agonism in nicotinic receptors.
690793,article_language,eng
690793,journal_title,Protein science : a publication of the Protein Society
690793,jounral_abbreviation,Protein Sci.
690793,journal_issn,1469-896X
690793,article_jvolumn,21
690793,article_jissue,3
690793,article_jcreated_at,1/12/03
690793,article_pagination,307-17
690793,author_list,"\"{\"\"Cameron F Abrams\"\""
799604,article_title,Factors associated with orthodontic patient compliance with intraoral elastic and headgear wear.
799604,article_language,eng
799604,journal_title,"American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics"
799604,jounral_abbreviation,Am J Orthod Dentofacial Orthop
799604,journal_issn,0889-5406
799604,article_jvolumn,97
799604,article_jissue,4
799604,article_jcreated_at,4/1/90
799604,article_pagination,336-48
799604,author_list,"\"{\"\"E A BeGole\"\""
718091,article_title,"A 23-year-old Hispanic migrant fieldworker who presents with a painful rash on his limbs, trunk, and face. Guttate psoriasis."
718091,article_language,eng
718091,journal_title,"JAAPA: Journal of the American Academy of Physician Assistants (Haymarket Media, Inc.)"
718091,jounral_abbreviation,""
718091,journal_issn,1547-1896
718091,article_jvolumn,20
718091,article_jissue,1
718091,article_jcreated_at,1/7/01
718091,article_pagination,72
718091,author_list,"\"{\"\"Richard Andrews\"\""
935189,article_title,Influence of two handwashing frequencies on reduction in colonizing flora with three handwashing products used by health care personnel.
935189,article_language,eng
935189,journal_title,American journal of infection control
935189,jounral_abbreviation,Am J Infect Control
935189,journal_issn,0196-6553
935189,article_jvolumn,17
935189,article_jissue,2
935189,article_jcreated_at,4/1/89
935189,article_pagination,83-88
935189,author_list,"\"{\"\"E Larson\"\""
711472,article_title,Impact of diet restriction and/or resistance training on physical capacity in obese older women...7th World Congress on Aging and Physical Activity
711472,article_language,""
711472,journal_title,Journal of Aging & Physical Activity
711472,jounral_abbreviation,""
711472,journal_issn,1063-8652
711472,article_jvolumn,16
711472,article_jissue,0
711472,article_jcreated_at,2/8/07
711472,article_pagination,S67-8 1p
711472,author_list,"\"{\"\"Bouchard DR\"\""
660574,article_title,Meta-analysis of the influence of I148M variant of patatin-like phospholipase domain containing 3 gene (PNPLA3) on the susceptibility and histological severity of nonalcoholic fatty liver disease.
660574,article_language,eng
660574,journal_title,"Hepatology (Baltimore, Md.)"
660574,jounral_abbreviation,Hepatology
660574,journal_issn,1527-3350
660574,article_jvolumn,53
660574,article_jissue,6
660574,article_jcreated_at,1/11/06
660574,article_pagination,1883-94
660574,author_list,"\"{\"\"Silvia Sookoian\"\""
873322,article_title,"Prevalence, molecular characterization, and phenotypic confirmation of extended-spectrum beta-lactamases in Escherichia coli, Klebsiella pneumoniae, and Klebsiella oxytoca at the Radboud University Nijmegen Medical Centre in The Netherlands"
873322,article_language,eng
873322,journal_title,Microb Drug Resist
873322,jounral_abbreviation,""
873322,journal_issn,1076-6294 (Print)     1076-6294
873322,article_jvolumn,16
873322,article_jissue,1
873322,article_jcreated_at,1/10/01
873322,article_pagination,55-60
873322,author_list,"\"{\"\"C. Handgraaf\"\""
774830,article_title,Diagnosis of Stroke-Associated Pneumonia: Recommendations From the Pneumonia in Stroke Consensus Group.
774830,article_language,""
774830,journal_title,Stroke; a journal of cerebral circulation
774830,jounral_abbreviation,Stroke
774830,journal_issn,0039-2499
774830,article_jvolumn,46
774830,article_jissue,8
774830,article_jcreated_at,1/15/01
774830,article_pagination,2335-2340
774830,author_list,"\"{\"\"Diederik van de Beek\"\""
768192,article_title,A narrative review of surgical resident duty hour limits: where do we go from here?
768192,article_language,eng
768192,journal_title,J Grad Med Educ
768192,jounral_abbreviation,Journal of graduate medical education
768192,journal_issn,1949-8349 (Print)     1949-8357
768192,article_jvolumn,5
768192,article_jissue,1
768192,article_jcreated_at,1/13/01
768192,article_pagination,19-24
768192,author_list,"\"{\"\"P. D. Fabricant\"\""
